Year,fossil emissions excluding carbonation,land-use change emissions,atmospheric growth,ocean sink,land sink,cement carbonation sink,budget imbalance
1750,0.002539829967249,,,,0.062352580693439,,
1751,0.002567475163755,,-0.074340000000007,,-0.418398939555596,,
1752,0.002594205240175,,-0.070729200000073,,-0.274563030970596,,
1753,0.002622950327511,,-0.067755599999941,,-0.178968309606452,,
1754,0.002656544759825,,-0.064144800000008,,-0.067778281756383,,
1755,0.002672889737991,,-0.058409999999981,,-0.037850809711659,,
1756,0.002704670851528,,-0.050338799999963,,0.436237802190205,,
1757,0.002754895196507,,-0.040568399999984,,0.629884515199618,,
1758,0.00278830731441,,-0.028249200000005,,0.100096433882911,,
1759,0.002821739628821,,-0.014443200000073,,-0.530278169572339,,
1760,0.002869631823144,,0.001911600000085,,-0.025867218462054,,
1761,0.002933374727074,,0.020177999999987,,-0.73210337164992,,
1762,0.002989137008734,,0.040568399999984,,-0.578992597220423,,
1763,0.003054473799127,,0.062870399999952,,0.443684818002951,,
1764,0.003110530021834,,0.087508800000023,,0.292558233554753,,
1765,0.00317780731441,,0.112572,,-0.276541822201512,,
1766,0.003241288209607,,0.135723600000006,,0.308144825666424,,
1767,0.003316732805677,,0.156113999999889,,0.314763014291249,,
1768,0.003402548034935,,0.174805200000037,,0.377013173905416,,
1769,0.003488011462882,,0.191159999999968,,-0.013061499866237,,
1770,0.00357456768559,,0.204966000000127,,0.099768021417537,,
1771,0.003648877729258,,0.216647999999964,,-0.32294659700001,,
1772,0.003718206058952,,0.226418400000057,,-0.121361843557213,,
1773,0.003768596615721,,0.233639999999923,,-0.111397421599267,,
1774,0.003824349072052,,0.238737600000036,,0.170308118555777,,
1775,0.00391346069869,,0.242985599999997,,0.017587415443361,,
1776,0.003999487991266,,0.248932800000034,,0.450914810958273,,
1777,0.004082843067686,,0.257003999999938,,0.787292540970951,,
1778,0.004160339246725,,0.266562000000022,,0.20920313942429,,
1779,0.004239965884279,,0.278244000000086,,-0.2477316672355,,
1780,0.004333713427948,,0.292049999999904,,0.336769190305959,,
1781,0.004430781386463,,0.315414000000033,0.07433,-0.583252888793674,,
1782,0.004525369541485,,0.348973199999932,0.082155,-0.378290916672046,,
1783,0.004656864355895,,0.379558800000041,0.08952,0.73749004062817,,
1784,0.004768311408297,,0.406745999999998,0.10207,0.654705346412012,,
1785,0.004903146015284,,0.430322400000023,0.104205,-0.122695997932819,,
1786,0.005034797216157,,0.450288,0.11673,0.563156287598821,,
1787,0.005147142467249,,0.466642799999931,0.12393,0.524885627184901,,
1788,0.00526370878821,,0.479599200000052,0.131105,0.607727313867543,,
1789,0.005421240447598,,0.488944800000013,0.13301,0.137268837047832,,
1790,0.005567165393013,,0.494467200000031,0.14019,0.547798362654387,,
1791,0.005712813591703,,0.496803600000021,0.147095,-0.071528956997194,,
1792,0.005985047762009,,0.495316799999841,0.14901,0.036943633476783,,
1793,0.006085496997817,,0.49021920000007,0.15568,0.112543147611096,,
1794,0.006146194323144,,0.481723200000033,0.15749,0.388574685699309,,
1795,0.006090405567686,,0.469828799999959,0.163805,0.307312613570969,,
1796,0.006037493176856,,0.455598000000009,0.164995,0.769306138307314,,
1797,0.006028951419214,,0.440092800000002,0.1658,1.05690839268256,,
1798,0.006306203329694,,0.42288839999992,0.16673,0.482459228922702,,
1799,0.007501421124454,,0.40271040000016,0.167235,-0.035725665796597,,
1800,0.008951515283843,,0.381257999999889,0.17277,0.521160621801052,,
1801,0.008729817139738,,0.362354400000072,0.173235,-0.180022809986098,,
1802,0.011001766648472,,0.343026000000009,0.173365,-0.207409053610759,,
1803,0.008061819323144,,0.322423199999889,0.17367,0.899272007024682,,
1804,0.00867062691048,,0.300970800000073,0.17359,0.781374565034359,,
1805,0.008529426037118,,0.277819200000067,0.17356,0.085135497461232,,
1806,0.008925933951965,,0.25381799999991,0.173505,0.587999551027132,,
1807,0.009880091157205,,0.228754800000047,0.173135,0.720489194700779,,
1808,0.009688261189956,,0.20220479999989,0.17295,0.806915529118021,,
1809,0.009916433679039,,0.174805200000037,0.17259,0.341896918402013,,
1810,0.010778469432314,,0.145918800000004,0.17252,0.570182039290832,,
1811,0.010965251364629,,0.115970400000037,0.16692,-0.027572368783389,,
1812,0.011139334879913,,0.084960000000024,0.16627,0.093460585607045,,
1813,0.011246216975983,,0.052675199999953,0.165735,0.130116315322085,,
1814,0.011524739628821,,0.019328400000063,0.16021,0.412190417814274,,
1815,0.01189608760917,,-0.014655600000083,0.15963,0.266433589789693,,
1816,0.012417188045852,,-0.044391599999926,0.15875,0.672768777618616,,
1817,0.013448668668122,,-0.067755600000055,0.15806,1.02441847090151,,
1818,0.01402620360262,,-0.084960000000024,0.15751,0.193716641246136,,
1819,0.013900154748908,,-0.095792399999937,0.15205,-0.099521692564716,,
1820,0.013846362991266,,-0.100040400000012,0.15117,0.374131638476778,,
1821,0.01420833760917,,-0.098341199999936,0.15066,-0.385636173546307,,
1822,0.014743917030568,,-0.089845200000127,0.149595,-0.493869763365625,,
1823,0.015381485534935,,-0.07561439999995,0.144045,0.784456602776275,,
1824,0.015716058133188,,-0.054586800000038,0.14338,0.537632515198314,,
1825,0.016575018286026,,-0.027187199999958,0.14237,0.10532303813227,,
1826,0.016752764737991,,0.006159600000046,0.14153,0.407559450182727,,
1827,0.017941748908297,,0.043117199999983,0.1408,0.532438992371834,,
1828,0.01819917849345,,0.06839279999997,0.140145,0.643001632696099,,
1829,0.018097,,0.088358399999947,0.13505,0.083925846786853,,
1830,0.0242871875,,0.106624800000077,0.13455,0.358431534618661,,
1831,0.022721237718341,,0.122554799999989,0.134,-0.168880458188815,,
1832,0.022404900927948,,0.136785599999939,0.13352,0.061138850794704,,
1833,0.02272071588428,,0.148892400000136,0.13358,0.070999754492773,,
1834,0.024225739901747,,0.160999199999878,0.1337,0.359852834437797,,
1835,0.026582858624454,,0.179690400000027,0.133975,0.21209124751362,,
1836,0.029174261735808,,0.205603199999928,0.13412,0.618341490069404,,
1837,0.028984558406114,,0.237463200000093,0.134745,0.854536443925966,,
1838,0.028887898744542,,0.274633199999926,0.13561,0.236119892245891,,
1839,0.029927138100437,,0.316688399999975,0.136535,-0.243767976772673,,
1840,0.032425903930131,,0.361929600000053,0.132865,0.432685408880879,,
1841,0.033342125272926,,0.409932000000026,0.13897,-0.485134332467536,,
1842,0.035313534115721,,0.4553856,0.140425,-0.238795869300735,,
1843,0.036127016648472,,0.480448799999976,0.14147,0.765224676874888,,
1844,0.038739704421397,,0.480236399999967,0.14274,0.853938141981454,,
1845,0.04231368941048,,0.457084800000075,0.14418,0.023570711255297,,
1846,0.043028419213974,,0.422251200000005,0.150135,0.461381387641092,,
1847,0.046599591975983,,0.377859599999965,0.15123,0.604018832203565,,
1848,0.047374422762009,,0.32348520000005,0.1572,0.801735245308512,,
1849,0.050472706877729,,0.259765199999947,0.15831,0.298835386945444,,
1850,0.053698680676856,0.72141,0.189248399999997,0.164195,0.458675686548063,,-0.037010405760637
1851,0.054221642740175,0.74588,0.125528400000007,0.165485,0.01526900467671,,0.493819237997445
1852,0.056608683406114,0.758793333333333,0.069667200000026,0.171645,0.127951803880811,,0.446138012790535
1853,0.059257761735808,0.774983333333333,0.009770399999979,0.172905,0.17704102997392,,0.474524665020763
1854,0.069605122543668,0.78471,-0.039081600000031,0.17432,0.452845825531593,,0.266230896880851
1855,0.070989190502183,0.787466666666667,-0.06350759999998,0.18083,0.172527295360592,,0.568606161865252
1856,0.075681344432314,0.79182,-0.063295199999971,0.18227,0.62138907733894,,0.127137467015113
1857,0.076400659388646,0.802533333333333,-0.052887599999963,0.18896,1.04824105889641,,-0.305379466098649
1858,0.077572367631004,0.8079,-0.036320400000022,0.19561,0.281554919328877,,0.444627848397076
1859,0.082282004639738,0.821333333333333,-0.013806000000045,0.1976,-0.184797392222953,,0.904618730319962
1860,0.090328215065502,0.77922,0.014867999999979,0.19967,0.367418121775824,,0.28759209327996
1861,0.09491970878821,0.75109,0.050975999999992,0.206965,-0.462547288915683,,1.05061599772205
1862,0.09674915529476,0.74433,0.094730400000003,0.219015,-0.362563063021703,,0.889896818382169
1863,0.103215104530568,0.740703333333333,0.146556000000032,0.22639,0.776360252038344,,-0.305387814232626
1864,0.111278923034935,0.73348,0.207090000000107,0.228825,0.643568070488937,,-0.23472414733937
1865,0.118138408569869,0.720583333333333,0.274208399999907,0.236465,0.001067712536362,,0.326980629315608
1866,0.121875978984716,0.725536666666667,0.334954799999991,0.244015,0.51155666321776,,-0.243113817484982
1867,0.130502387554585,0.728933333333333,0.385930799999983,0.25209,0.639050580634578,,-0.417635659625096
1868,0.134157192958515,0.721026666666667,0.427561200000014,0.259695,0.734867749064404,,-0.566940089337726
1869,0.14245475,0.7168,0.459208800000056,0.26803,0.282096670843999,,-0.150080720771231
1870,0.145561748635371,0.77875,0.481723200000033,0.271125,0.576282946875207,,-0.404819398206586
1871,0.154719261462882,0.806343333333333,0.49574159999986,0.27913,-0.044013425478465,,0.23020442025813
1872,0.171206673034934,0.819853333333333,0.497440800000163,0.287825,0.225305838753115,,-0.019511632399172
1873,0.181899896561135,0.838233333333333,0.486608399999909,0.295945,0.222742706495022,,0.014837123503977
1874,0.170369138919214,0.854086666666667,0.463031999999998,0.30465,0.525399277091959,,-0.268625471378973
1875,0.184801807860262,0.860353333333333,0.43138440000007,0.313115,0.403345072240424,,-0.102689331141535
1876,0.187440017740175,0.868613333333333,0.410569199999827,0.3218,0.798478080685381,,-0.474793929493893
1877,0.191158406386463,0.88457,0.404834400000027,0.33546,1.09502094063995,,-0.759586934160249
1878,0.192678373362445,0.900653333333333,0.414392400000111,0.34427,0.60845060159607,,-0.273781294937914
1879,0.206329279748908,0.90901,0.438181200000031,0.35277,0.083695481031254,,0.240692598737071
1880,0.23305578930131,0.920753333333333,0.468554399999903,0.36152,0.668181175091297,,-0.344446452431406
1881,0.241141938318777,0.911426666666667,0.50445000000002,0.370275,-0.226475748142767,,0.504319353022603
1882,0.254738028384279,0.929426666666667,0.545655600000032,0.37901,-0.117882744853082,,0.377381839890632
1883,0.270948036299127,0.94857,0.592383599999948,0.38723,1.00189375378737,,-0.761989317387271
1884,0.274054061408297,0.950763333333333,0.647395200000005,0.395745,0.944465260865465,,-0.762788066180998
1885,0.276101837336245,0.94917,0.719823599999927,0.404035,0.335492686428489,,-0.234079449146457
1886,0.280408709606987,0.96229,0.783331200000134,0.40716,0.802950246477262,,-0.750742736907982
1887,0.294417802947598,0.978046666666667,0.822200399999929,0.415325,0.894644658656504,,-0.859705588965086
1888,0.325969608351528,0.980613333333333,0.839617200000021,0.418595,0.990590690575904,,-0.942219948817114
1889,0.326043685862445,0.978453333333333,0.853210800000056,0.426245,0.588975980378319,,-0.563934761151026
1890,0.354902375818777,1.05047,0.863618400000064,0.433865,0.837296788754811,,-0.729407812958563
1891,0.371656708515284,1.07966333333333,0.861919199999988,0.43643,0.177518856179075,,-0.024548014350545
1892,0.374562358078603,1.09125666666667,0.844289999999887,0.44394,0.577809137528188,,-0.400220112816619
1893,0.369944689137555,1.11232,0.812854800000082,0.45139,0.594802559727075,,-0.376782670646745
1894,0.382920077783843,1.12211333333333,0.773560799999927,0.45927,0.762396688314238,,-0.490194077211855
1895,0.405958618176856,1.13303666666667,0.727682399999935,0.46162,0.658810635791618,,-0.30911775096927
1896,0.419313758187773,1.14455666666667,0.665024400000107,0.46931,1.20149653544631,,-0.771960510566357
1897,0.439200754093887,1.1484,0.590684399999986,0.47716,1.3032986673613,,-0.783542313247657
1898,0.463200439956332,1.15693666666667,0.532061999999996,0.479805,0.735434790255044,,-0.127164683743603
1899,0.50592500518559,1.17317666666667,0.496591200000012,0.487715,0.361767253177875,,0.333028218782265
1900,0.532808265283843,1.19468333333333,0.482572799999957,0.491055,0.841125916034029,,-0.087262117448248
1901,0.550421528111354,1.20577666666667,0.484059600000023,0.499255,0.08383156852352,,0.689052026299963
1902,0.564324221615721,1.22443,0.498927600000002,0.502425,-0.272395529701682,,1.05979715137794
1903,0.615202006004367,1.22709,0.52590239999995,0.51101,1.39885002320896,,-0.593470417263215
1904,0.62220180540393,1.25089666666667,0.564559200000076,0.519745,1.43198930000907,,-0.643195027912729
1905,0.662477723253275,1.25490333333333,0.609587999999917,0.52319,0.348852707316272,,0.435750349228999
1906,0.691794005731441,1.262,0.64229760000012,0.531915,1.10177210303393,,-0.322190697405199
1907,0.788296394650655,1.2736,0.669059999999945,0.540975,1.21966691717151,,-0.367805522599228
1908,0.757762264465065,1.28418333333333,0.689025599999923,0.549505,1.19149230106329,,-0.3880773032324
1909,0.788890496997817,1.29526666666667,0.700707600000101,0.55817,0.735950809139006,,0.089328754402514
1910,0.828081281659389,1.26711333333333,0.707929199999967,0.56192,1.03032568441301,,-0.204980269461645
1911,0.840475438591703,1.25776333333333,0.725346000000059,0.570295,0.384232627914878,,0.418365143988885
1912,0.883177842521834,1.24175666666667,0.75593159999994,0.57396,0.563530357852858,,0.231512551392395
1913,0.95695299099345,1.23871,0.789278400000057,0.582225,0.656554305327718,,0.167605285743971
1914,0.868000976528384,1.23809333333333,0.815191199999845,0.58512,0.988691036400092,,-0.282907926604947
1915,0.855582439683406,1.22549,0.836006400000201,0.593875,0.615117894812956,,0.036073144786134
1916,0.924087991266375,1.21257666666667,0.847688399999925,0.596995,1.25789985365416,,-0.565918595810283
1917,0.966273661844978,1.20861666666667,0.848537999999962,0.6049,1.82001088370569,,-1.09855855512779
1918,0.953401784661572,1.216,0.836006399999974,0.612745,0.91819443620699,,-0.197544051568912
1919,0.826693927401747,1.20450666666667,0.809668800000054,0.61601,0.198347927201349,,0.407173866864519
1920,0.961088262554585,1.25775333333333,0.775684799999908,0.62373,1.21438190176863,,-0.394955105749343
1921,0.843367001364629,1.29143666666667,0.749347199999988,0.63178,1.16734972793484,,-0.413673259938388
1922,0.884365140556768,1.30842333333333,0.732992400000057,0.634325,0.550151661139955,,0.275319412822068
1923,1.0033387393559,1.30676333333333,0.72704520000002,0.642225,1.26751637514061,,-0.326684502318217
1924,1.0063373919214,1.31194333333333,0.728532000000087,0.644645,0.687868147100062,,0.257235578136666
1925,1.0172035433952,1.33044,0.733417199999849,0.65195,0.902701861806743,,0.059574481558165
1926,0.999189575873362,1.32595666666667,0.745948800000065,0.654085,0.409002103173418,,0.516110339499921
1927,1.09064645005459,1.32828333333333,0.761878799999977,0.655995,1.2056539131462,,-0.204597929843568
1928,1.08590698225983,1.33053333333333,0.779932799999983,0.662745,0.384377397294837,,0.589385118401219
1929,1.1656407944869,1.33435666666667,0.790977600000019,0.66403,0.6114680447111,,0.433521816427635
1930,1.07494500791485,1.35479,0.792039599999953,0.665485,0.806160913504155,,0.166049494295736
1931,0.960672279475983,1.37426333333333,0.791402400000152,0.666855,-0.043587488671516,0.002159211790497,0.918106489749688
1932,0.866123448144105,1.38963333333333,0.790127999999868,0.67242,0.814244344686464,0.001819586789487,-0.022855149896153
1933,0.911986408569869,1.39528666666667,0.787579200000096,0.67314,0.804776790646978,0.001846653899954,0.039930430771622
1934,0.99187820878821,1.40867666666667,0.78354360000003,0.673565,0.710816251475273,0.002184914919894,0.230445108951577
1935,1.04115675545852,1.40952333333333,0.77504759999988,0.673935,0.569352735989649,0.00251402173031,0.429830731018132
1936,1.14233454612445,1.41656666666667,0.759117600000081,0.673925,0.526785250511105,0.002644794555848,0.596428567767536
1937,1.2211334121179,1.41277333333333,0.739151999999876,0.673775,0.520487378801424,0.003160840993241,0.697331525560626
1938,1.1481716599345,1.42021666666667,0.714513600000146,0.673425,0.693768356781409,0.003407451365024,0.483273918562518
1939,1.21486007368996,1.42093333333333,0.672245999999859,0.673255,1.34792281309617,0.00361990485434,-0.061250310790754
1940,1.3267864290393,1.45796333333333,0.607251600000041,0.673305,1.07480028989371,0.003366082960161,0.426026789403557
1941,1.35666332996725,1.50509,0.523566000000073,0.66803,0.331836073237446,0.003570778776489,1.33475047806436
1942,1.35359881768559,1.51475666666667,0.430110000000013,0.66835,1.0041776286634,0.003338273439099,0.762379582204199
1943,1.37600827101528,1.51172,0.334529999999972,0.668845,1.16940953633844,0.003167820583045,0.71177591413226
1944,1.39680913509825,1.51191666666667,0.259765199999947,0.66985,0.197669936410042,0.002691449626598,1.77874921586321
1945,1.1618821875,1.50257,0.214523999999983,0.671235,0.73956564915313,0.002476081368377,1.03665145696724
1946,1.26804683515284,1.49829333333333,0.20369160000007,0.678325,0.487196501584144,0.003067788223362,1.39405927877287
1947,1.40441643558952,1.48568666666667,0.215373600000021,0.681085,1.26266615654965,0.003543669851079,0.727434675817567
1948,1.48060935944323,1.46522666666667,0.250419599999873,0.68902,1.05231644352299,0.004143361015782,0.949936621676844
1949,1.41402994868996,1.45104666666667,0.303519600000072,0.69308,0.787403433281159,0.004707084576043,1.07636649762555
1950,1.61827010616812,1.65586,0.362779200000091,0.702545,2.03927730686737,0.005417800075059,0.164110799333177
1951,1.74165005349345,1.68199666666667,0.419277599999873,0.71233,0.927171790174693,0.006094871940107,1.35877245812774
1952,1.76513020223799,1.72075666666667,0.480448799999976,0.7284,0.087761261280394,0.006662973848888,2.18261383378435
1953,1.81519140966157,1.75142,0.548416800000041,0.74464,1.06815614264107,0.007394850737998,1.19800361632664
1954,1.8530287510917,1.79373666666667,0.623181600000066,0.756845,0.906322547418601,0.008140695187279,1.35227557513035
1955,2.0316213919214,1.8541,0.700495199999978,0.76967,1.91556329758221,0.009013704928676,0.490979189412188
1956,2.16320426582969,1.90846,0.775897200000031,0.78329,2.31680513375603,0.009838912200163,0.185833019957485
1957,2.23406485207424,1.95766666666667,0.871477199999958,0.792965,0.900615957926185,0.010521676758413,1.61615168400492
1958,2.29725973608079,2.01469666666667,1.74115866480668,0.807815,0.032498060708033,0.01127025861924,1.71921441848924
1959,2.4166654555131,2.12152666666667,2.03904,0.992419800030039,0.430358951653902,0.012542146692352,1.06383122381022
1960,2.56179621042576,1.86440333333333,1.50804,0.936514291788282,1.25234662972206,0.01368205142525,0.715616570897804
1961,2.56942751473799,1.78748333333333,1.65672,0.839508783546525,0.899619514564692,0.014547673977607,0.946514876025497
1962,2.66008623335153,1.65775666666667,1.18944,0.923603275304767,1.2939620354703,0.015679866548247,0.895157722657322
1963,2.80186878138646,1.60405666666667,1.21068,1.11169776706301,0.959731798236568,0.016652984353625,1.10716289849015
1964,2.95404422434498,1.56525333333333,1.04076,1.22949225882125,1.64488617280796,0.018219984978315,0.585939140946653
1965,3.08670558679039,1.42073,2.3364,1.33788675057949,0.366636243760211,0.01923258012489,0.447280012399375
1966,3.23736585234716,1.37405666666667,2.3364,1.26838124233773,1.56329395338798,0.020642783208534,-0.577295459962426
1967,3.33960930131004,1.41120333333333,1.29564,1.11007573409597,1.73097274419359,0.021656588363145,0.592467568104388
1968,3.52192568995633,1.42804333333333,2.10276,1.20097022585421,2.4856318000375,0.023209644354823,-0.862602647071314
1969,3.75568760944323,1.34048333333333,2.80368,1.29986471761246,0.765601269062065,0.0246319911316,0.202392965073622
1970,4.06609071206332,1.39579333333333,2.40012,1.1130592093707,0.774795185367388,0.026129309575553,1.14778034101059
1971,4.23110963755459,1.31531666666667,1.55052,1.22925370112894,2.30664066932784,0.027599822769194,0.432412110987306
1972,4.427794680131,1.31611,3.12228,1.53124819288718,1.25393795276377,0.030070060830057,-0.193631526244618
1973,4.6625274555131,1.28146666666667,3.10104,1.37194268464542,1.6869486791192,0.032169588092978,-0.248106829678497
1974,4.6422986154476,1.24567666666667,1.44432,1.31863717640367,3.76588969946933,0.032925987096739,-0.673797580890207
1975,4.65337864383188,1.25895333333333,2.61252,1.23803166816191,2.52255324484206,0.033594478830869,-0.494367414590855
1976,4.90863673635371,1.25295333333333,2.06028,1.44052615992015,2.99789971596577,0.0355215181234,-0.372637324379734
1977,5.04766691348253,1.25306333333333,4.07808,1.53092065167839,1.41710171655578,0.037886836026494,-0.763258957316134
1978,5.20304449317686,1.21627666666667,2.73996,1.55551514343663,2.53851765345235,0.040505964720794,-0.455177601663397
1979,5.35016435889738,1.15437333333333,4.54536,1.52500963519487,1.16599665692313,0.041960835609742,-0.773789435619019
1980,5.31725999290393,1.20265,3.63204,1.78840412695311,0.44296661427417,0.043189285807193,0.613309965972806
1981,5.19021532805677,1.27044666666667,2.4426,1.76289861871136,2.17475551223964,0.044043594782705,0.036364268941451
1982,5.14884639492358,1.27638,2.124,1.9470931104696,1.62051884821031,0.044840545437319,0.688773890748966
1983,5.181741625,1.40821,3.88692,2.09848760222784,0.359767066276317,0.046303653146091,0.198473303249267
1984,5.36073380322052,1.62853333333333,2.61252,1.87408209398608,2.84170073869151,0.047709805964901,-0.386745502114843
1985,5.54179326419214,1.50226666666667,3.5046,1.76697658574432,2.65094487271921,0.049042438392236,-0.927503965934313
1986,5.62432119050218,1.55371666666667,2.16648,1.83427107750257,2.43581335066548,0.051366813886722,0.69010661503382
1987,5.79852154039301,1.50506666666667,5.6286,1.98856556926081,0.636851693942534,0.053740675438447,-1.00416973158052
1988,6.02548713755458,1.44615,4.58784,1.80906006101905,2.09690129563551,0.056903742733101,-1.07906796179531
1989,6.10779735316594,1.43036333333333,3.10104,1.84645455277729,3.55227566678196,0.056755168065926,-1.01836470111223
1990,6.20979810971616,1.41018,2.59128,2.00875657905687,2.36514881549296,0.056125968480367,0.598666746630959
1991,6.3399222510917,1.35003666666667,1.593,2.13980542659035,2.14384603327893,0.059527430362453,1.75378002753248
1992,6.15917002374454,1.42552,1.52928,2.30172582582856,2.44388355013583,0.060295292721292,1.24950535514552
1993,6.2222571779476,1.39985333333333,2.61252,2.24582604250557,2.99649244498051,0.064402525955441,-0.297130502149701
1994,6.28678359143013,1.57653666666667,3.52584,2.0342346178973,1.4801949815858,0.067875021009844,0.755175637626667
1995,6.42043993531659,1.53916,4.248,2.03320613933212,1.839646750901,0.071508704817761,-0.232761659811707
1996,6.61849423417031,1.63682,2.2302,2.02852655920131,3.41652812760612,0.074213619282995,0.505845927972029
1997,6.65828343668122,2.04175666666667,4.18428,2.20050051518453,3.28681225266611,0.076982566533316,-1.0485352310813
1998,6.6405419375,1.68262333333333,6.03216,2.24040020466358,1.52081070266077,0.07774716260433,-1.54795279900723
1999,6.7777004989083,1.63864666666667,2.82492,1.99663879552792,3.55168601706284,0.080512526920368,-0.037410173809736
2000,6.95995845387555,1.46715666666667,2.655,1.93671956587388,3.81606603653345,0.083536937760746,-0.064207419645481
2001,7.00734998444323,1.3745,3.90816,1.83708471880836,2.54870706523407,0.086109400962787,0.0017887994667
2002,7.16383445933406,1.46975333333333,5.03388,2.2378091268515,1.29389718999534,0.090522969094097,-0.022521493357495
2003,7.5460287404476,1.59212333333333,4.86396,2.34308990750016,2.55705632331927,0.097275015501459,-0.723229172667171
2004,7.81118793941048,1.47211,3.31344,2.30343516357329,3.60199872360283,0.104064893641901,-0.039640841492536
2005,8.07644728848253,1.33512666666667,5.24628,2.3368994735215,2.01597615060906,0.111160968194991,-0.298742637134275
2006,8.35310239492358,1.42868666666667,3.75948,2.44597210936329,3.23889924640365,0.121018477361247,0.216419228461785
2007,8.59708897789301,1.24346,4.50288,2.37770729565594,2.89215359204927,0.130367978678764,-0.062559888496764
2008,8.74506073280568,1.29388333333333,3.75948,2.40137036351264,3.62492119114421,0.134660750898118,0.118511760629588
2009,8.59532384716157,1.42908,3.35592,2.55906585872589,2.998521824828,0.141512385983404,0.969383777577166
2010,9.0901550169214,1.41307666666667,5.14008,2.51828282029847,3.34480857824839,0.15027914663853,-0.650218861673512
2011,9.39860004012009,1.42412666666667,3.56832,2.55684670646355,4.13266697906848,0.162719085264917,0.402173935912414
2012,9.53478530867904,1.45884,5.11884,2.61769842579883,2.59191489404164,0.169239680585289,0.495932308266806
2013,9.61584800982533,1.32608666666667,5.2038,2.64948624144065,3.63919335481646,0.177229223076958,-0.727774142860095
2014,9.6796383294214,1.42311333333333,4.33296,2.7859542238764,3.85613091361267,0.184932110928656,-0.057225585778898
2015,9.6788249893559,1.53664333333333,6.2658,2.84999219075474,2.27752548864199,0.185938921819677,-0.363788278408601
2016,9.67795459907205,1.25518333333333,6.03216,2.96923704073792,2.9399570468554,0.188003953112701,-1.19622010842531
2017,9.83227384306769,1.24590333333333,4.54536,2.83049810179427,3.72980431880693,0.192072616152527,-0.219557860359448
2018,10.0346465906114,1.16952666666667,5.07636,2.90749137400368,3.60471023688921,0.198195623025971,-0.582583976554297
2019,10.1091985229258,1.25478,5.31,2.95593152259211,3.00986640652016,0.201583196065832,-0.113402602226678
2020,9.55451389737991,1.17226666666667,4.97016,2.91436546964411,3.1100436586062,0.206857740535423,-0.474646304676536
2021,10.0481829803493,1.17947,5.2038,2.82558501209412,3.5426769779942,0.216462506349493,-0.560871516078617
2022,10.1391333875546,1.17629666666667,4.63032,2.77969405750212,3.78012555424795,0.217464614679868,-0.092174172110809
